TableName,ColumnName,DataType,IsHidden,FormatString,Description
"GIFT_CATEGORY","CASH_ACCT_CDE","String","False","",""
"GIFT_CATEGORY","CASH_GIFT_AMT","Double","False","",""
"GIFT_CATEGORY","CASH_GIFT_NUM","Int64","False","0",""
"GIFT_CATEGORY","CASH_GL_MASTER_APPID","Int64","False","0",""
"GIFT_CATEGORY","CAT_COMP_1","String","False","",""
"GIFT_CATEGORY","CAT_COMP_2","Int64","False","0",""
"GIFT_CATEGORY","CHARITABLE_FLAG","String","False","",""
"GIFT_CATEGORY","DEFER_AMT","Int64","False","0",""
"GIFT_CATEGORY","DEFER_NUM","Int64","False","0",""
"GIFT_CATEGORY","DEFER_PMT_AMT","Int64","False","0",""
"GIFT_CATEGORY","DEFER_PMT_NUM","Int64","False","0",""
"GIFT_CATEGORY","DESIGNATION_CDE","Int64","False","0",""
"GIFT_CATEGORY","DON_RESTR_AMT","Int64","False","0",""
